Product_Code,Purchased
6161107792107,30
6008104000432,6
6161100602267,36
6007497100798,32
6002854000124,43
6009642450208,27
6009880918096,12
6009606000616,1
6001024999787,39
6001052010171,35
6007421000095,33
6009522300098,25
6001565009037,42
6001068586806,32
6009880593095,5
6009001015802,8
6001087005800,24
6001085120946,25
6001067066613,1
6001374051258,24
6009700135092,36
6001298070052,41
6001106224370,26
6001106102951,33
6005088000472,33
6001509500026,44
6001016400000,9
6001374041921,9
6001206413728,18
600130601550,2
5050083485039,9
6001275003653,32
6003977000190,2
6001156905106,38
6009698811435,27
2000,47
60050435,25
6161107792107,39
6008104000432,43
6161100602267,31
6007497100798,9
6002854000124,11
6009642450208,30
6009880918096,32
6009606000616,5
6001024999787,30
6001052010171,12
6007421000095,39
6009522300098,39
6001565009037,26
6001068586806,43
6009880593095,10
6009001015802,10
6001087005800,7
6001085120946,25
6001067066613,18
6001374051258,11
6009700135092,46
6001298070052,29
6001106224370,0
6001106102951,12
6005088000472,26
6001509500026,43
6001016400000,32
6001374041921,37
6001206413728,15
600130601550,0
5050083485039,21
6001275003653,9
6003977000190,32
6001156905106,44
6009698811435,17
2000,40
60050435,38
6161107792107,45
6008104000432,9
6161100602267,39
6007497100798,22
6002854000124,7
6009642450208,32
6009880918096,20
6009606000616,26
6001024999787,0
6001052010171,46
6007421000095,28
6009522300098,9
6001565009037,25
6001068586806,22
6009880593095,41
6009001015802,38
6001087005800,17
6001085120946,36
6001067066613,15
6001374051258,11
6009700135092,13
6001298070052,1
6001106224370,38
6001106102951,34
6005088000472,31
6001509500026,13
6001016400000,1
6001374041921,23
6001206413728,15
600130601550,31
5050083485039,32
6001275003653,27
6003977000190,7
6001156905106,13
6009698811435,19
2000,9
60050435,41
6161107792107,6
6008104000432,33
6161100602267,17
6007497100798,35
6002854000124,6
6009642450208,38
6009880918096,43
6009606000616,27
6001024999787,47
6001052010171,47
6007421000095,22
6009522300098,12
6001565009037,18
6001068586806,40
6009880593095,18
6009001015802,15
6001087005800,34
6001085120946,26
6001067066613,33
6001374051258,15
6009700135092,34
6001298070052,29
6001106224370,3
6001106102951,44
6005088000472,26
6001509500026,37
6001016400000,15
6001374041921,0
6001206413728,23
600130601550,42
5050083485039,33
6001275003653,38
6003977000190,39
6001156905106,46
6009698811435,1
2000,20
60050435,3
6161107792107,45
6008104000432,24
6161100602267,33
6007497100798,11
6002854000124,39
6009642450208,43
6009880918096,6
6009606000616,40
6001024999787,12
6001052010171,10
6007421000095,46
6009522300098,16
6001565009037,17
6001068586806,26
6009880593095,5
6009001015802,8
6001087005800,0
6001085120946,44
6001067066613,10
6001374051258,0
6009700135092,16
6001298070052,39
6001106224370,37
6001106102951,31
6005088000472,20
6001509500026,36
6001016400000,7
6001374041921,13
6001206413728,38
600130601550,5
5050083485039,31
6001275003653,11
6003977000190,4
6001156905106,42
6009698811435,19
2000,31
60050435,5
6161107792107,39
6008104000432,19
6161100602267,7
6007497100798,31
6002854000124,8
6009642450208,14
6009880918096,32
6009606000616,23
6001024999787,42
6001052010171,4
6007421000095,17
6009522300098,47
6001565009037,0
6001068586806,38
6009880593095,27
6009001015802,47
6001087005800,25
6001085120946,44
6001067066613,24
6001374051258,13
6009700135092,1
6001298070052,41
6001106224370,31
6001106102951,16
6005088000472,6
6001509500026,43
6001016400000,41
6001374041921,18
6001206413728,4
600130601550,32
5050083485039,9
6001275003653,35
6003977000190,0
6001156905106,23
6009698811435,5
2000,37
60050435,2
6161107792107,12
6008104000432,20
6161100602267,35
6007497100798,21
6002854000124,20
6009642450208,47
6009880918096,5
6009606000616,20
6001024999787,47
6001052010171,7
6007421000095,42
6009522300098,0
6001565009037,16
6001068586806,27
6009880593095,31
6009001015802,36
6001087005800,7
6001085120946,30
6001067066613,42
6001374051258,17
6009700135092,23
6001298070052,12
6001106224370,19
6001106102951,34
6005088000472,12
6001509500026,30
6001016400000,43
6001374041921,0
6001206413728,19
600130601550,12
5050083485039,41
6001275003653,14
6003977000190,40
6001156905106,25
6009698811435,8
2000,0
60050435,37
6161107792107,27
6008104000432,6
6161100602267,38
6007497100798,1
6002854000124,29
6009642450208,10
6009880918096,5
6009606000616,46
6001024999787,37
6001052010171,37
6007421000095,18
6009522300098,40
6001565009037,47
6001068586806,43
6009880593095,40
6009001015802,20
6001087005800,0
6001085120946,31
6001067066613,9
6001374051258,32
6009700135092,18
6001298070052,15
6001106224370,25
6001106102951,19
6005088000472,25
6001509500026,8
6001016400000,4
6001374041921,12
6001206413728,41
600130601550,22
5050083485039,36
6001275003653,12
6003977000190,40
6001156905106,42
6009698811435,46
2000,6
60050435,47
6161107792107,16
6008104000432,11
6161100602267,37
6007497100798,28
6002854000124,43
6009642450208,3
6009880918096,9
6009606000616,4
6001024999787,11
6001052010171,25
6007421000095,39
6009522300098,5
6001565009037,37
6001068586806,32
6009880593095,43
6009001015802,9
6001087005800,8
6001085120946,2
6001067066613,43
6001374051258,21
6009700135092,16
6001298070052,25
6001106224370,7
6001106102951,29
6005088000472,2
6001509500026,11
6001016400000,5
6001374041921,7
6001206413728,2
600130601550,1
5050083485039,2
6001275003653,38
6003977000190,38
6001156905106,8
6009698811435,13
2000,15
60050435,0
6161107792107,35
6008104000432,20
6161100602267,7
6007497100798,28
6002854000124,31
6009642450208,30
6009880918096,29
6009606000616,21
6001024999787,16
6001052010171,33
6007421000095,39
6009522300098,15
6001565009037,47
6001068586806,46
6009880593095,21
6009001015802,46
6001087005800,4
6001085120946,15
6001067066613,44
6001374051258,47
6009700135092,40
6001298070052,15
6001106224370,12
6001106102951,35
6005088000472,29
6001509500026,41
6001016400000,23
6001374041921,16
6001206413728,34
600130601550,13
5050083485039,17
6001275003653,27
6003977000190,17
6001156905106,25
6009698811435,43
2000,9
60050435,32
6161107792107,1
6008104000432,12
6161100602267,32
6007497100798,24
6002854000124,4
6009642450208,30
6009880918096,15
6009606000616,45
6001024999787,32
6001052010171,21
6007421000095,3
6009522300098,21
6001565009037,43
6001068586806,17
6009880593095,11
6009001015802,7
6001087005800,41
6001085120946,14
6001067066613,9
6001374051258,13
6009700135092,12
6001298070052,9
6001106224370,22
6001106102951,28
6005088000472,14
6001509500026,20
6001016400000,10
6001374041921,47
6001206413728,18
600130601550,23
5050083485039,11
6001275003653,23
6003977000190,30
6001156905106,47
6009698811435,37
2000,26
60050435,30
6161107792107,27
6008104000432,9
6161100602267,30
6007497100798,38
6002854000124,7
6009642450208,28
6009880918096,32
6009606000616,9
6001024999787,23
6001052010171,21
6007421000095,22
6009522300098,11
6001565009037,38
6001068586806,31
6009880593095,47
6009001015802,43
6001087005800,5
6001085120946,24
6001067066613,37
6001374051258,19
6009700135092,25
6001298070052,18
6001106224370,0
6001106102951,1
6005088000472,5
6001509500026,21
6001016400000,20
6001374041921,33
6001206413728,21
600130601550,14
5050083485039,15
6001275003653,1
6003977000190,16
6001156905106,46
6009698811435,20
2000,44
60050435,16
6161107792107,14
6008104000432,17
6161100602267,32
6007497100798,24
6002854000124,4
6009642450208,36
6009880918096,37
6009606000616,37
6001024999787,34
6001052010171,11
6007421000095,19
6009522300098,38
6001565009037,30
6001068586806,27
6009880593095,9
6009001015802,5
6001087005800,1
6001085120946,4
6001067066613,43
6001374051258,39
6009700135092,25
6001298070052,31
6001106224370,13
6001106102951,33
6005088000472,26
6001509500026,47
6001016400000,42
6001374041921,10
6001206413728,22
600130601550,13
5050083485039,47
6001275003653,45
6003977000190,36
6001156905106,5
6009698811435,25
2000,34
60050435,38
6161107792107,42
6008104000432,17
6161100602267,4
6007497100798,38
6002854000124,46
6009642450208,21
6009880918096,37
6009606000616,11
6001024999787,25
6001052010171,24
6007421000095,37
6009522300098,38
6001565009037,22
6001068586806,20
6009880593095,29
6009001015802,3
6001087005800,18
6001085120946,19
6001067066613,39
6001374051258,8
6009700135092,5
6001298070052,28
6001106224370,21
6001106102951,32
6005088000472,17
6001509500026,23
6001016400000,5
6001374041921,27
6001206413728,3
600130601550,14
5050083485039,15
6001275003653,34
6003977000190,38
6001156905106,3
6009698811435,28
2000,10
60050435,26
6161107792107,29
6008104000432,8
6161100602267,7
6007497100798,20
6002854000124,24
6009642450208,41
6009880918096,6
6009606000616,45
6001024999787,7
6001052010171,37
6007421000095,5
6009522300098,15
6001565009037,31
6001068586806,46
6009880593095,0
6009001015802,17
6001087005800,18
6001085120946,18
6001067066613,42
6001374051258,31
6009700135092,4
6001298070052,15
6001106224370,25
6001106102951,4
6005088000472,47
6001509500026,17
6001016400000,30
6001374041921,20
6001206413728,28
600130601550,33
5050083485039,8
6001275003653,38
6003977000190,11
6001156905106,4
6009698811435,37
2000,10
60050435,12
6161107792107,3
6008104000432,22
6161100602267,18
6007497100798,19
6002854000124,41
6009642450208,39
6009880918096,30
6009606000616,7
6001024999787,14
6001052010171,40
6007421000095,14
6009522300098,20
6001565009037,32
6001068586806,45
6009880593095,11
6009001015802,17
6001087005800,4
6001085120946,6
6001067066613,19
6001374051258,39
6009700135092,1
6001298070052,26
6001106224370,18
6001106102951,5
6005088000472,24
6001509500026,12
6001016400000,0
6001374041921,43
6001206413728,32
600130601550,34
5050083485039,18
6001275003653,38
6003977000190,22
6001156905106,6
6009698811435,29
2000,43
